"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"WT_A"	"WT_B"	"WT_C"	"GCB_A"	"GCB_B"	"GCB_C"
"N4bp2"	25136	0.655962853991791	5.25838494070639	14.4013117128181	0.00642520506624327	0.0120364703891534	"N4bp2"	5.51818878209611	5.60475665445924	5.51714122734882	4.57448872501207	5.05714655394079	5.00549649531947
"N4bp2l1"	3345	2.97747821935464	5.02505221247181	319.207265966939	3.18710617924172e-07	1.57161901287399e-05	"N4bp2l1"	5.91514859963418	5.79734713537532	5.82398296340411	2.958538012264	2.9590186474864	2.72412382849742
"N4bp2l2"	23096	0.10015036502728	6.48257768941614	0.138650737931503	0.72035532695056	0.760493889757508	"N4bp2l2"	6.46844832219418	6.54758588580258	6.57348333611528	5.80857918068847	6.30156644892012	6.95942544432442
"N4bp3"	2905	-0.699514273748982	5.47050947157983	17.1723982315642	0.00407864285722125	0.00814852906407438	"N4bp3"	5.18623942243843	4.9663457598075	5.08266407262982	5.87089891327633	5.95218109581163	5.46344724341135
"N6amt1"	1791	-0.148109197290564	4.39969359524882	0.423165716895457	0.535580198547313	0.589488211402878	"N6amt1"	4.32857939097495	4.29600575521123	4.34841246256455	4.7968313186873	4.14061019286987	4.39880656324619
"Naa10"	1139	-1.25206775840742	6.85050818342251	56.9314634844264	0.00011518029159335	0.000530442937288172	"Naa10"	6.0811923186539	6.08352747155237	6.11920071168456	7.60264930685974	7.37428002283105	6.99164867305016
"Naa15"	6090	0.226150265679739	6.23449327755455	3.76089280496701	0.092517662656587	0.123978256560578	"Naa15"	6.3322312805931	6.36371285860264	6.33211604024706	5.98669250477355	6.25282004022617	6.09921262733713
"Naa16"	4137	-0.816807466439927	5.84467545534324	37.208601989131	0.000441617572512355	0.0013955502675226	"Naa16"	5.37163918480356	5.42403292982688	5.34769198121474	6.22727759827356	6.34871948370047	5.98811172830202
"Naa20"	2879	-1.1662510182483	6.50432799925276	65.5088460533023	7.29159579636307e-05	0.000389957550033124	"Naa20"	5.6833623169921	5.79734713537532	5.93360076129161	7.16784591898135	6.76566258878458	6.95691666557484
"Naa25"	5843	0.797233270041186	6.12726197863813	11.1702362854233	0.0118981315733846	0.020484118993127	"Naa25"	6.52356846396481	6.47458735454073	6.4134578113418	5.76954853406451	6.03341496712866	5.03909172979452
"Naa30"	4598	0.0777672024436908	3.91905638681078	0.0916211833517699	0.770692652896275	0.805083609779443	"Naa30"	3.76078821472425	4.21589723331476	3.85213347356781	3.81788027872274	4.13495814652434	3.63757150459636
"Naa35"	7241	0.00042863305323598	5.7086856703479	8.22877701508476e-06	0.997789145189437	0.998327991356411	"Naa35"	5.78112932467027	5.64508064910663	5.69838284037956	5.94148409996759	5.63736738628888	5.50868547828905
"Naa38"	518	-0.475677308771392	1.56052490266663	1.16136462349396	0.31599171569023	0.369931085104404	"Naa38"	1.61108056291005	0.776007805971224	1.45085552839031	2.11139611723212	0.987604818211179	2.00464067126016
"Naa40"	3275	-0.766247093931407	6.95608830164874	18.2927720423466	0.00344645880085942	0.00706897425088499	"Naa40"	6.52195321816197	6.61159961938604	6.43288657991274	7.43816455924004	7.48450032639187	6.86356599500125
"Naa50"	4778	-0.234181916281672	7.10105143848777	5.69440477816205	0.0474979687615443	0.0687808348446257	"Naa50"	6.95618604309086	6.99792687407693	6.98406027911028	7.25737531711004	7.21531393667536	7.16577309878866
"Naa60"	2920	1.07174206604867	6.55220445394756	60.5000259123674	9.45542732087227e-05	0.000461873585402608	"Naa60"	7.01994326720019	7.03458331878292	6.91245086448369	5.99712701291695	6.06199150196199	5.66441190399592
"Naa80"	1499	-0.280090134442804	3.48542991652566	0.935501047939299	0.364825620408469	0.4188212331661	"Naa80"	3.25405322304171	3.40217836766572	3.36047842657772	3.88683937355751	3.70998002387624	3.15022688376617
"Naaa"	2424	1.16923036471845	4.48218670987191	27.3378462192914	0.00111451510631988	0.00282362696109837	"Naaa"	4.86295821948627	5.02628909871446	4.9458887276861	3.80011288212007	4.05341250067865	3.42167641780082
"Naalad2"	4204	-3.0031759494956	1.64743357169835	33.8364787444559	0.000590275224397885	0.00174062741819376	"Naalad2"	-0.653883063374771	-0.211633077049818	-0.112795463575928	1.4383115634321	2.70809424748659	2.9827543217326
"Naaladl2"	10090	-9.31282728056821	1.25588373010879	111.995870642357	0.000103811894053496	0.000493163536256334	"Naaladl2"	-3.0488798875306	-3.0488798875306	-3.0488798875306	1.66463631843925	2.24534030054218	2.7932562668036
"Nab1"	5164	-1.00980150989839	5.55296192074252	6.81235681947504	0.0340894222203341	0.0513837420706081	"Nab1"	4.83980659120194	5.0905952949301	4.95058496793379	4.7727406783643	6.38250349794544	6.28068990408733
"Nab2"	2575	0.94987602970317	4.75290884203801	24.1523449372792	0.00159469937911483	0.00374834457856018	"Nab2"	5.06503108563161	5.29351448373824	5.07192816434195	4.36889523577322	3.93481190237238	4.26729278356992
"Nabp1"	7434	1.36655469306954	4.8412953076083	11.3267233588378	0.011518087860373	0.0199038083226087	"Nabp1"	5.3752219753184	5.39158218731456	5.32073853093311	2.78874663977876	4.21749828810814	4.51250945273455
"Nabp2"	2243	0.103285252245531	5.95256003336233	0.575999026017615	0.472017975244875	0.526272448499896	"Nabp2"	6.07349410002692	5.88802215813478	6.04209042592324	6.05570355686	5.92132020622423	5.69785009300608
"Naca"	8480	-0.867144449812381	8.50063533880729	33.8809997491753	0.00058792605563814	0.00173448885704528	"Naca"	8.01841254249522	7.92664989471554	8.06169963052925	9.06554379097921	8.92085532366285	8.58140949386873
"Nacad"	4907	0.26376191499022	2.04496866753993	0.759516762727335	0.411621700088693	0.466066162777219	"Nacad"	2.11823825056852	2.41139890894839	1.92177782411306	1.88290793990144	1.91685099747748	1.92473168262966
"Nacc1"	4769	1.21187251576622	3.41497877866416	9.92027516639593	0.0155971601889624	0.0259181108695772	"Nacc1"	3.8145566217032	3.92481338432834	3.91595717823298	3.24785023796916	2.59737002051395	1.8830536976643
"Nacc2"	7017	-0.714212025497352	1.58063127302846	4.18316289474328	0.0790058330229177	0.107719370108728	"Nacc2"	1.25438517005515	1.13083260375279	1.22139570524897	2.22228496288472	1.91685099747748	1.38262538110242
"Nadk"	3360	0.61165731966972	6.76550392277939	19.6655835762609	0.00283286704411307	0.0060179603724208	"Nadk"	7.04096053674417	7.05487245856257	7.02080939588289	6.559341196775	6.53620472700927	6.14841662240558
"Nadk2"	4066	-2.31348280104205	4.18350547421634	34.9826234080722	0.000533423753937917	0.00161220523533462	"Nadk2"	2.55724563482393	2.62497253591607	2.7120463930981	4.38884431730127	4.39822648388948	5.62386812357669
"Nadsyn1"	2753	0.875323934495278	5.04806964371913	17.091388795964	0.00412991446962421	0.00823379873275272	"Nadsyn1"	5.51169268728379	5.36024917960499	5.37764258846079	4.70751952429088	4.74471451142855	4.0863075958322
"Nae1"	1808	0.424831073970297	6.213553375302	16.7683202029631	0.00434279537502646	0.00859217592962901	"Nae1"	6.37401597118452	6.41035051511604	6.44375341568548	5.95492837663308	5.97450558984696	6.02690155389858
"Naf1"	3406	-1.16820957420828	2.20108438963311	15.5326624885254	0.00529943593784715	0.0101880202605899	"Naf1"	1.51041154665514	1.49900181459449	1.60178473757475	2.45202809277297	2.82503226423704	2.72412382849742
"Naga"	1962	0.545579956828757	4.73240659695627	4.27168462597533	0.0765086356148884	0.104703014577446	"Naga"	5.11302735964193	4.867557953181	4.94117715036577	4.50672738760498	4.79216960393069	3.83628561438513
"Nagk"	2989	-0.894893490878632	5.03874611230748	29.6897100197968	0.000873872084320439	0.0023305052563339	"Nagk"	4.63688110492361	4.34954734725301	4.5782057530066	5.55678652832035	5.34841685353961	5.33795418064553
"Naglu"	2539	1.49128553942058	5.39399507266073	95.3787831200187	2.0889982912659e-05	0.000174921672792614	"Naglu"	6.15077983100062	5.89832461204123	5.78112381201598	4.5284715012522	4.44921825496465	4.41351923477895
"Nagpa"	5318	-0.136941775734704	5.49770653665055	0.597205599741997	0.464278441386321	0.518758258493943	"Nagpa"	5.4670619008679	5.39704158694624	5.42058797767494	5.79518773362021	5.63936488163049	5.18771432765831
"Naif1"	3173	0.387684707789422	3.6506989933952	1.44442909343063	0.267494009479441	0.319529318314348	"Naif1"	4.08780482165694	3.89425505285928	3.42264197262034	3.451268519483	3.79127923731182	2.96288701488753
"Naip2"	4853	1.12232350366484	2.23799404794011	10.9177554520678	0.0125459731918929	0.0214400746245433	"Naip2"	2.81110895600032	2.50874830843418	2.67846905600501	1.09400462600949	1.71950100559456	1.84013576880928
"Naip5"	5996	1.90978252623713	3.03832990290495	44.1000315589787	0.000260286006513847	0.000945824942134513	"Naip5"	3.71062137458722	3.66004202961519	3.66478867505726	1.99126910912472	1.77869420731002	1.60401176247349
"Naip6"	6705	1.17496414931823	1.62871216870235	9.81553008658975	0.015970703787261	0.0264695281044074	"Naip6"	1.85639226748341	2.09046928847685	2.23061808928528	0.885159422886257	0.445944289188006	1.38262538110242
"Nalcn"	7974	-8.54029234090979	2.19773563181505	70.4938605692275	5.72878241671912e-05	0.000335500496721572	"Nalcn"	-3.0488798875306	-3.0488798875306	-2.54722972878535	1.69058471758895	3.85454940247265	3.36224752873345
"Nampt"	4547	0.844260384491101	6.21311102537213	37.3190550897461	0.000437609328622778	0.00138624798361667	"Nampt"	6.49914781089389	6.65249643691225	6.56508625171756	5.86521396894914	5.80867935734095	5.48450282968092
"Nanos1"	3928	-1.38670933049648	2.91961407499053	16.5455426345267	0.00449783354737548	0.00885703056117714	"Nanos1"	2.27987714062709	1.81399354638378	2.13483392664883	3.78814521197645	3.45263989712651	3.00235174883454
"Nanp"	1469	-0.831118373509878	1.95668614264504	4.57012719987443	0.0688163230355602	0.0953503091290791	"Nanp"	0.942905700425231	1.7920602344559	1.67171358454074	1.99126910912472	2.15886354498598	2.72412382849742
"Nans"	2014	-2.13989061270763	6.50235124039923	180.723888345171	2.33675067829085e-06	4.68729144693686e-05	"Nans"	5.10657568171146	5.01922602549539	5.08906747754667	7.45434751060472	7.19644391598575	6.92261409905935
"Nap1l1"	4269	-1.24648501580348	8.04630282383302	96.0462892958339	2.04044330881537e-05	0.000172522573530325	"Nap1l1"	7.2761574939895	7.25202361676485	7.34982023760836	8.69244908096297	8.56321843871253	8.33900279930097
"Nap1l4"	3759	-0.00322038680330389	7.81189190147234	0.000741599060742371	0.97901462646952	0.982803676033997	"Nap1l4"	7.79254800588585	7.86560870168935	7.77146358180342	7.94408176465785	7.83712817801482	7.64244673659834
"Napa"	3104	-0.683999303978359	8.07188753305792	25.3605714050771	0.0013861661046308	0.00335332740364799	"Napa"	7.74071741777889	7.63786155050223	7.69025781279468	8.59234144259574	8.3224615005329	8.17437365659236
"Napepld"	4149	1.59523133031288	1.3396769849235	14.0793064901363	0.0068007047125294	0.0126431105815358	"Napepld"	1.56162394262569	1.41538866709195	2.43210792914713	0.209784667478949	0.291928215606774	0.610037505910895
"Napg"	3790	1.4420826661706	5.21656560916375	85.1383999938794	3.05935581229698e-05	0.000223405323928376	"Napg"	5.77977829366796	5.8055811098392	5.6955880151939	4.31152407501292	4.4940605742795	4.14037522325384
"Naprt"	1891	-2.16131549382862	2.91070840669661	39.0384751396169	0.000380810130763803	0.00124778337187361	"Naprt"	1.31533487501917	1.6284139511046	1.55320849707104	3.97393904023556	3.61573079297628	3.15022688376617
"Napsa"	1479	0.828560653910294	8.12798904387435	37.5510803231602	0.000429339691316805	0.00136439756351082	"Napsa"	8.54120932379347	8.42827309248543	8.47867540720733	7.84105319032394	7.66887475253991	7.42370793373176
"Narf"	4412	0.454999086166767	6.46229337664	12.4790152651274	0.00914943824332031	0.0162858996126298	"Narf"	6.57588171892968	6.59823233726499	6.82564248477685	6.15572997739535	6.12464790557097	6.36068481490423
"Nars"	2605	-0.475397049905256	7.54256661314465	12.8221761941753	0.00856720887680477	0.015408144768171	"Nars"	7.2039548247571	7.38800734101921	7.25950501158788	7.96449791643201	7.68830036293109	7.6036796686936
"Nars2"	15898	0.121296479807795	4.97476235640509	0.126980094109877	0.731807808684404	0.7715482863855	"Nars2"	4.99689688830957	5.04727318437642	5.05458278441533	3.95265212600878	5.0511571788501	5.3909561876919
"Nasp"	7011	-2.25350177832919	6.53247139221631	393.378844720209	1.52354502985563e-07	1.08718192932971e-05	"Nasp"	5.08922880883013	4.93916055729222	4.99445295710363	7.21944508486721	7.34030059499058	7.21174251369961
"Nat10"	6250	0.626260072632129	5.76888700864266	17.2565403051286	0.00402624885096681	0.00805615929120587	"Nat10"	5.9395530895364	6.26664978573919	5.90726921562534	5.34028970228286	5.56775262915829	5.34564615846613
"Nat2"	7152	0.38973831886748	3.08130514886981	1.19889376091823	0.308846404422315	0.362783207956125	"Nat2"	3.11526290365365	3.15824209777558	3.46920498611318	3.02122827407904	3.20542582013814	2.18696007617775
"Nat8f1"	1886	0.608214409953423	2.36293962692444	2.34479838792212	0.168421065884197	0.211960485536356	"Nat8f1"	2.78979019125046	2.78898824976389	2.23061808928528	1.49830738675057	1.83555415372361	2.57504922602452
"Nat8f4"	5095	1.12119863149938	3.34704806796008	18.8804804855348	0.00316479792494015	0.00659557517090612	"Nat8f4"	3.84070756160811	3.78744980094601	3.74266940023713	2.7021095023118	2.54718550474584	2.7932562668036
"Nat9"	1330	-0.650154513815872	4.49739873848481	7.5411015380949	0.0279119111283634	0.0431196635406486	"Nat9"	4.21720728900824	4.04560031558125	4.15037093592342	5.05832190664631	4.86908455059089	4.33067716467451
"Natd1"	4159	0.211023664763126	4.87384155210019	1.73186403287357	0.228560560000053	0.277650983761773	"Natd1"	5.05165923891723	5.00022034287348	4.86610872463141	4.82052628293796	4.82061537980005	4.64308967464645
"Nav1"	16428	-5.42167287238816	3.25765096106968	47.022290179385	0.00021254707331777	0.000813373559710285	"Nav1"	-1.4027726663368	-0.303102569907572	-1.08140709690567	2.40578396399917	4.42626335147669	4.91533555283317
"Nav2"	114472	-5.05005214381123	4.06886653199802	58.1901284640754	0.000107302998444432	0.000506040940663941	"Nav2"	0.43956091656779	0.105364068958266	-0.193392223733048	4.01045169458466	4.22815527968527	6.00034595839731
"Nav3"	45769	-8.38611688864386	4.41537608606453	62.7716984805854	8.3845996002311e-05	0.000426765589542375	"Nav3"	-2.53693024133048	-2.13962254150972	-1.63564962379239	3.05158059753516	5.38697119534655	6.29863366501482
"Naxd"	1425	-1.13590040785313	5.77310051280801	83.8294499216116	3.2220726841864e-05	0.000230231739070046	"Naxd"	5.03816229272261	5.10178288926576	5.15565835822819	6.25797206027133	6.33152609536251	6.09693570960997
"Naxe"	1382	-0.646786028733153	6.2101961889907	13.951555045624	0.00695746469918116	0.0128773169236022	"Naxe"	5.92740244696917	5.7597013914709	5.86560551616525	6.77781780238939	6.49598390345794	6.14841662240558
"Nbas"	12051	1.24942943149986	5.16679019011985	22.3999392894483	0.00197435539399427	0.00445854346242585	"Nbas"	5.6833623169921	5.75403974738176	5.52030362980832	3.8585058941939	4.34046324798492	4.87338123912388
"Nbdy"	856	-2.38218318897844	3.7420359831667	48.3322770486131	0.000194789328035276	0.000762978796523557	"Nbdy"	2.56980754102838	1.97839914936462	1.73840903379607	4.82052628293796	4.42626335147669	4.14037522325384
"Nbea"	25855	-7.90431946384659	3.48245236071822	56.9843130141753	0.000114834944123408	0.000529432772960001	"Nbea"	-3.0488798875306	-1.83654855177515	-2.17572489817447	2.56855504589082	4.554586608333	5.26275922421727
"Nbeal1"	17951	-0.532948112686329	5.61706938832045	1.33878219916314	0.284224678257882	0.337092807711611	"Nbeal1"	5.1718912180276	5.21943971292826	5.55772144011848	4.3648721027004	6.41667955658916	6.09465519268108
"Nbeal2"	8803	0.352385603685387	5.08465779508948	4.30846335623721	0.0755016149493715	0.103496506107008	"Nbeal2"	5.28858052749056	5.29156166997614	5.16377018883387	4.91710163451634	5.08965090092197	4.64931846187761
"Nbn"	7158	-0.429716718735957	5.83300935468761	14.0918084476135	0.006785608362226	0.0126240933653291	"Nbn"	5.64529224957872	5.49872167220345	5.66018805924681	6.03686259303809	6.06496689227668	5.99301787707741
"Nbr1"	5151	0.988346183499829	6.00969312977678	18.2943803898562	0.00344564508703788	0.00706842314675644	"Nbr1"	6.371327464205	6.43709628982646	6.44458594558951	5.16859639156108	5.06608425120486	5.91761399296401
"Ncam2"	17565	-8.4305470700287	2.85239848084899	55.3366349653872	0.000126256511227073	0.00056443319341741	"Ncam2"	-3.0488798875306	-3.0488798875306	-2.17572489817447	2.27468877701482	4.74099863786234	3.58655046769899
"Ncan"	7166	-2.82743648386061	1.64097913351203	52.5611556017002	0.000148996727963781	0.000631526550434761	"Ncan"	0.0667472012905492	-0.125618766219164	-0.57012734660268	2.37410995312327	2.15886354498598	2.81558334063884
"Ncapd2"	5905	-2.37659113590544	7.1816685903104	155.638519197132	3.92148621294204e-06	6.39720184850885e-05	"Ncapd2"	5.61075652070687	5.59845169439784	5.44907732075569	8.06803597822872	8.1390997338602	7.49288041659614
"Ncapd3"	8737	-1.71563591105282	5.41374654609253	24.8219981944458	0.0014745219694822	0.00351825000216773	"Ncapd3"	4.04345813349874	4.47530418917841	4.4076755185643	5.76650198057619	5.34352430176218	6.6657679737526
"Ncapg"	4468	-3.48586193487571	4.97023463905272	137.299722593853	6.04051105987662e-06	8.27237465000421e-05	"Ncapg"	2.10103187858581	2.82183350385479	2.13483392664883	5.91970921421275	6.10165058514038	5.44566309147164
"Ncapg2"	6688	-1.91061971464656	5.01397270114163	96.5810073906545	2.00258384180898e-05	0.000170796529537159	"Ncapg2"	3.87654035287972	3.88392339227392	3.53322011049498	5.51383002893999	5.5823622789583	5.9020484850859
"Ncaph"	2695	-3.73552280231961	6.17080320338788	463.603003602967	8.51316675801923e-08	8.76248092736122e-06	"Ncaph"	3.27721744486638	3.22524807086727	3.52064230852687	7.22888320620045	7.13618586410487	6.80199758919313
"Ncaph2"	3367	-1.48194795819654	8.19953620605839	87.8311933746338	2.7563064366045e-05	0.000208347002308196	"Ncaph2"	7.26895324336783	7.30428878601493	7.25761134096032	8.99033672231895	8.79434904599317	8.4354164394855
"Ncbp1"	3141	0.195418655666728	6.39911634789847	2.46709856721457	0.15910045327125	0.201363694591084	"Ncbp1"	6.52598794690852	6.55248668852777	6.39720823087327	6.28377162870512	6.44892627312541	6.14401223463423
"Ncbp2"	2037	-0.873488537090267	5.62890188140453	20.9987294403099	0.00236479858123137	0.00517446816264377	"Ncbp2"	4.91803461488231	5.17352188544664	5.2727920936662	5.8737330068708	5.75072852586267	6.31831287121894
"Ncbp3"	7680	-0.310644140527723	5.82908089506574	1.38973478667206	0.275970893627344	0.328505417113632	"Ncbp3"	5.60466499839849	5.65726464638245	5.73014011171077	5.54438912342719	5.64931108302212	6.5288968800548
"Ncdn"	4090	1.04005694132036	5.7152810880924	28.8317693368024	0.0009531417252157	0.00249471140955044	"Ncdn"	6.09755146561905	6.17640565165817	6.15219206099009	5.39260343134736	5.15533635898279	4.66169593454413
"Nceh1"	4452	1.83620064477951	4.3608750772348	59.6144748578976	9.92001025121459e-05	0.000477021182602899	"Nceh1"	4.96396513932577	5.02393858099729	5.00352076898703	3.47385813842442	3.16162217652374	2.7932562668036
"Ncf1"	2969	2.51656308726814	7.51047429800831	325.449205642045	2.97671416774645e-07	1.55040184905637e-05	"Ncf1"	8.32829910737016	8.25120050250268	8.25086751803093	5.77106940166113	5.95057319192711	5.53246944761885
"Ncf2"	3590	0.663737868255355	6.83191546851951	23.2780238389825	0.00177116745304259	0.0040850561441418	"Ncf2"	7.13536117127541	7.15009297180144	7.09054983849787	6.40627173060764	6.69155382184605	6.25232607945372
"Ncf4"	1709	0.61903961107182	7.74978178768083	15.9417194178872	0.00495526838407713	0.00961617173022539	"Ncf4"	8.12599556704694	8.00590553564094	7.94093122000249	7.64224576894636	7.41856960895688	7.11041078987779
"Nck1"	3201	0.403782613884842	5.25489774593309	1.31365829039362	0.288428110152426	0.341515946367828	"Nck1"	5.45695361521527	5.53383858783041	5.32255117887792	4.08081646761342	5.0360740450599	5.62070166260302
"Nck2"	2953	-1.26269147563189	3.88578720826023	7.79343352388104	0.0261138454325492	0.0406762504701815	"Nck2"	2.712591383604	3.61702425800445	2.91790000400265	3.98970060755398	3.67924269824626	5.09948035134814
"Nckap1"	4405	-5.38626652608019	2.66160373718606	35.500314416556	0.000510042758952392	0.0015571432534966	"Nckap1"	-1.21868311727353	-1.18722800877273	-1.42634289004382	1.34336339549678	3.4435234333346	4.63055083723129
"Nckap1l"	4838	1.72135462217991	8.23531508987982	120.13700580862	9.54485889489757e-06	0.000109740492028304	"Nckap1l"	8.89431977009482	8.88009342558821	8.78148072941869	7.093817995604	7.39156692290051	6.85954217874504
"Nckap5"	44123	-8.26311517930651	2.67856380384646	67.2890258709807	6.67728245938234e-05	0.000368030923143772	"Nckap5"	-3.0488798875306	-3.0488798875306	-2.17572489817447	2.34172490742099	4.17406521423047	3.98159281998843
"Nckap5l"	4981	2.16885849042426	1.29140753701759	31.2972430861021	0.000746726566760188	0.00207020573335307	"Nckap5l"	1.75002523636463	2.05407137203056	1.99634766512432	-0.0234130818980461	-0.572274451660914	0.2653903944736
"Nckipsd"	3798	0.521808873032824	5.60799110867274	17.1421154809844	0.00409771311235513	0.00817839971593315	"Nckipsd"	5.72467259588245	5.97211487768397	5.82526205638584	5.34438187580806	5.30377484658608	5.32244608749146
"Ncl"	8770	-0.15234821641929	8.81272234366549	0.856966659412917	0.384595538186431	0.439145935441084	"Ncl"	8.74516369594413	8.76253378919378	8.69561708853531	8.94052126291905	9.12584787945904	8.53127948264402
"Ncln"	3864	0.264479581712089	6.64641511222361	2.04085896021053	0.19507347626388	0.241104347056729	"Ncln"	6.72793559989401	6.81017325907544	6.77953787018572	6.75186523310167	6.62557376775683	6.05062603333231
"Ncoa1"	8620	-0.415498145458312	5.51262103909497	6.22861974844491	0.0403703288284588	0.0595295957448872	"Ncoa1"	5.24224645297181	5.2559513268076	5.3724021663289	5.98930821556658	5.50340794209551	5.57235135879626
"Ncoa2"	15190	1.63252073482915	6.00026547492685	50.6587367130064	0.00016767324102502	0.000685962265239103	"Ncoa2"	6.63086716434538	6.52449274076201	6.62212892349118	4.57796845329472	4.7521176688924	5.43488641154961
"Ncoa3"	7752	0.551855769746504	8.20066188455456	3.83725008559576	0.0898602511101396	0.120654063220561	"Ncoa3"	8.50016488657921	8.42136892971721	8.42821918753922	8.44387307508999	7.2253222571989	7.76653809106669
"Ncoa4"	4275	1.31057762246805	5.86776852397109	31.4990686968522	0.000732480758309852	0.00203811210298384	"Ncoa4"	6.41113829533487	6.39769741595175	6.32309016813201	5.06081102865582	5.47236922763808	4.50565961128982
"Ncoa5"	4214	0.688082561836314	5.90536857513033	16.8689212833647	0.00427502873695061	0.00848009294730995	"Ncoa5"	6.34324884613749	6.15185813436609	6.11920071168456	5.74344542442969	5.56775262915829	5.19198749271333
"Ncoa6"	7215	0.9284171453948	4.40840278042869	18.5927703542894	0.00329884325296415	0.00682230874624336	"Ncoa6"	4.65762484547301	4.7444745979579	4.96458265668759	4.11475237852801	3.67924269824626	3.78062677535392
"Ncoa7"	9666	-0.658986553624375	4.38279010672012	5.36047797334531	0.0527997156739973	0.0755471659947121	"Ncoa7"	3.91150467772806	4.08672144092202	4.05764380398929	4.01559316281416	4.93236317766612	4.9101575018166
"Ncor1"	11483	0.011815178691761	6.71549224444454	0.0101990566545116	0.922315674444578	0.936468486798069	"Ncor1"	6.71173208184172	6.62871661497447	6.81795289410611	6.82617001413762	6.70019129114785	6.59169605198533
"Ncor2"	18325	1.65434047489297	4.43843574821713	54.7432898475804	0.000130723392862695	0.000578026485522089	"Ncor2"	5.01538293543833	4.95405231572664	5.12690229223745	3.50343773333568	3.57456744484598	3.02168653018958
"Ncs1"	4780	-3.4033488613856	0.972771258558575	55.6262431609672	0.000124147088384418	0.000558080966813697	"Ncs1"	-1.4027726663368	-0.741057040966213	-1.42634289004382	1.52739489917239	1.80740428512886	2.22081365651067
"Ncstn"	3186	1.30669607998704	6.73342572853164	67.0977777637005	6.74002490036708e-05	0.000369954311783067	"Ncstn"	7.228426089058	7.35986105200785	7.13145176244524	6.16501450728755	5.95699408315685	5.6364649235015
"Ndc1"	4575	-2.1141203790068	6.23715200945494	182.70027100884	2.25009483423181e-06	4.57389967165398e-05	"Ndc1"	4.92782646404287	4.79221519406272	4.76041763689488	7.03490152120995	7.09456854415599	6.64253860243519
"Ndc80"	2201	-2.82213826496986	5.67647108417181	203.695386814382	1.54079387320888e-06	3.70047328548998e-05	"Ndc80"	3.39484512405566	4.03630090390831	3.5143120458541	6.47600377944251	6.48158178361582	6.5033351748014
"Nde1"	2530	-0.692087243916378	6.74359059466722	27.1832394059176	0.00113315267506895	0.00285689289326774	"Nde1"	6.33591315912366	6.36185284960486	6.37467114525403	7.06559032097437	7.23195610553923	6.81729204137983
"Ndel1"	3001	1.24109822055699	5.85309773065288	67.2510479897144	6.68968219795446e-05	0.00036840122473576	"Ndel1"	6.37222418999296	6.28541485328913	6.36854282985146	5.28387828821019	5.16646076385373	4.81362650525325
"Ndfip1"	1812	0.58330190647241	7.69928088609262	23.8406241042171	0.00165491837571371	0.00386227036433888	"Ndfip1"	8.0152587005692	7.9739933804603	7.8920257375541	7.49172390853603	7.20118461039293	7.42643065533128
"Ndfip2"	6005	0.510393050086132	5.31234670856501	10.1460131531364	0.0148295672328199	0.0248096823326163	"Ndfip2"	5.58158994004569	5.62660952046899	5.41550152203403	5.17090248984553	5.10996058165516	4.79126889095483
"Ndor1"	4942	0.650728944579583	6.44926194550996	18.291586077231	0.00344705897576355	0.00706908726386425	"Ndor1"	6.73283119917132	6.77705838278804	6.70297914623354	6.19364943650086	6.25672889498554	5.759611467679
"Ndrg1"	2890	0.528309072128584	3.41256892105531	2.65774811093134	0.14591830423662	0.186720719057201	"Ndrg1"	3.7717034051288	3.3949205209448	3.74266940023713	3.50343773333568	3.11644679241273	2.60098942644208
"Ndrg3"	3329	1.40019818225953	5.93615702670851	89.8516596984824	2.55375292155789e-05	0.000199997715215484	"Ndrg3"	6.56258740133695	6.54676746435388	6.28733960356258	5.19376297104288	5.14130913076668	4.85732839834118
"Ndst1"	13045	2.47030993954852	5.86656900720512	173.129809022381	2.71223517059527e-06	5.11264214061775e-05	"Ndst1"	6.56572651528691	6.51949574813462	6.77093424172909	3.92012099738867	4.02313474461447	4.49186158139534
"Ndst2"	3944	1.13749878546945	5.29967515384451	26.5148534921605	0.00121847202581927	0.00302201694915589	"Ndst2"	5.68191650980335	6.11147070573493	5.38286404424039	4.78182187514197	4.636871845324	4.42081968522086
"Ndufa1"	494	-1.16504749920269	5.5907559835625	18.2186991915541	0.00348420282632494	0.0071351060247289	"Ndufa1"	4.80569548305208	4.92411347880614	4.95760078874337	6.44394466812405	5.33368913937017	6.18317587933686
"Ndufa10"	1785	-0.763406103556544	7.10862815847663	31.9037026166476	0.000704951082578752	0.00198319101734573	"Ndufa10"	6.71173208184172	6.62561950155038	6.69530486512516	7.64929221601101	7.41798793621436	7.22118140200453
"Ndufa11"	2661	-1.73741158321619	7.58979639057514	108.540660010366	1.34875283362579e-05	0.000134553657686868	"Ndufa11"	6.47847666798984	6.43178665453426	6.51523663567117	8.49974954304315	7.90179279662315	8.1705893486596
"Ndufa12"	1042	-2.24603172384939	7.22743755999945	158.663449244666	3.66909181226059e-06	6.14725923940762e-05	"Ndufa12"	5.77164543033239	5.64508064910663	5.70534630757363	8.19696278940081	7.56551874237695	8.02189762821973
"Ndufa13"	1268	-1.68026815188365	7.95818477241018	71.8113191126329	5.38904498468482e-05	0.00032267093447081	"Ndufa13"	6.86548067573902	6.84454437906935	6.94987303230212	8.9406902046755	8.18734152662718	8.46925775674848
