"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"WT_A"	"WT_B"	"WT_C"	"GCB_A"	"GCB_B"	"GCB_C"
"Clptm1"	4329	0.687691207038915	7.2551730132563	25.9785534072147	0.00129295433764173	0.00317463366656364	"Clptm1"	7.55378209956629	7.59178856310724	7.52848790672833	7.07362385266421	6.86716275213291	6.63628041077121
"Clptm1l"	2378	-1.5205665727361	5.90977930066003	42.7905454473896	0.000286123546615375	0.00101330864993304	"Clptm1l"	4.89575689686973	4.88060754685455	5.09967706220376	6.9332889874053	6.10599059930826	6.2543706643784
"Clpx"	2961	0.112991068465521	5.76469705892785	0.61982441839395	0.456266303132418	0.510465638830602	"Clpx"	5.91268529078806	5.80831535784178	5.7315051307034	5.5812662427766	5.59064470213138	5.92533421935509
"Clspn"	5870	-4.7109435496994	4.67668663109694	346.165284393265	2.3941605961062e-07	1.37999416759561e-05	"Clspn"	1.25438517005515	0.862740332591748	0.8310667935341	5.53546815239305	5.87460278348911	5.42765697465798
"Clstn1"	4940	-0.960026167229607	2.55878645596545	7.83757162973864	0.0258148464277204	0.0402733962854692	"Clstn1"	2.0836178144356	1.81399354638378	2.15124611713056	3.14837705025363	2.4228180808883	3.20199284028666
"Clta"	1878	-0.884742403818036	7.85900787693932	41.6427275330177	0.000311526813847686	0.00107712154906085	"Clta"	7.33161016524047	7.30960565212778	7.40860007071653	8.34649992488518	8.35534046981787	7.96872142813561
"Cltb"	2284	-1.50165090683871	5.14030641287504	105.40655958984	1.48978563710576e-05	0.000142403899162061	"Cltb"	4.27588575598188	4.095702454522	4.24897968555495	5.70736048342762	5.76177310508049	5.64272231656164
"Cltc"	6788	1.69127828388428	8.54115425456837	165.222044220641	3.18928129865367e-06	5.65019765676372e-05	"Cltc"	9.18391583521561	9.17535443437755	9.09410717585939	7.62468790692723	7.47222556812739	7.2613843432523
"Cluap1"	6781	0.0251377653213904	5.26593216083197	0.0234991181416774	0.882378426563251	0.901849303656616	"Cluap1"	5.22646507049892	5.31482276663223	5.29142207965301	5.00761576488437	5.24464521692998	5.47401344849096
"Cluh"	6109	0.676826280689594	5.75286360158035	4.48920914798058	0.0707977230716404	0.0977614640668765	"Cluh"	6.03663872535658	6.44765729348844	5.52660771433908	5.74189513966283	5.48353129708178	4.69820368022704
"Clybl"	5504	-1.09873461508201	3.87436399636468	14.2811313474183	0.00656216354262762	0.0122646921724078	"Clybl"	3.33722977407209	3.16679002356778	3.1961930604376	3.89243990235416	4.19594519186689	4.7570690854918
"Cmah"	10013	4.37420199911532	7.14744252464013	320.156297730514	3.15391958783815e-07	1.57161901287399e-05	"Cmah"	7.98304169880098	8.13157839662745	8.11601270691627	3.82960479978603	4.02313474461447	3.0965341406071
"Cmas"	2018	-2.25069643764038	4.92953105509881	29.5589328485806	0.000885395408876552	0.00235108375465193	"Cmas"	3.13230137638548	3.99849198151684	2.86912429511469	6.20944017250494	5.4701264129513	5.02957265292166
"Cmc1"	1949	-0.0318983385866931	3.26418299728116	0.0137296436296246	0.909927385910502	0.925556726892024	"Cmc1"	3.26953728909664	3.16679002356778	3.30287954480226	3.46636749754649	3.30944728409259	3.02168653018958
"Cmc2"	2827	-3.07582326350201	5.28806324790206	249.792926164101	7.54907868320488e-07	2.56302699492909e-05	"Cmc2"	3.15748762452335	2.9161076519013	3.12319320692684	6.31016441293272	6.21581743281134	5.80774184284108
"Cmc4"	1011	-0.720992295210005	2.79648656852159	4.20698899869391	0.0783232859513406	0.10685616405459	"Cmc4"	2.49274107628675	1.93902060459106	2.68974855606176	2.82434121738404	3.00931282882235	3.45049736014361
"Cmip"	5374	-0.160192589761932	4.43808199563199	0.222632844682289	0.651019889864946	0.697890308452511	"Cmip"	4.34328785581078	4.19097082554184	4.51619878317572	4.73271457080041	4.8893687206514	3.61228651982668
"Cmpk1"	1880	-1.52170467390128	7.44705892256089	180.389171104242	2.35184649296504e-06	4.6923913061972e-05	"Cmpk1"	6.48263465881505	6.53526054573967	6.46852267003586	8.14805416545876	7.98661626559483	7.90247027857746
"Cmpk2"	3439	3.92951284440825	4.47380045182452	149.587539747871	4.49677238831348e-06	6.91743818536084e-05	"Cmpk2"	5.24420704285507	5.53713890229296	5.31528688209493	1.66463631843925	0.828627764269649	1.84013576880928
"Cmss1"	1973	-2.61456215322416	3.52492697010867	89.4665250881175	2.59085733155866e-05	0.000201082158785064	"Cmss1"	1.75002523636463	1.677094379127	1.78121905734831	4.47348410521428	4.40763277643559	4.00120592436235
"Cmtm3"	2644	-0.369339431711774	3.38518125891348	1.95854270332391	0.203287089893757	0.2502069155198	"Cmtm3"	3.27721744486638	3.04224874742414	3.25052225366313	3.53242302209948	3.3780423360962	3.74617071263337
"Cmtm6"	3397	2.44927850054923	7.57663151432945	318.077868583695	3.22718385783997e-07	1.58535407016388e-05	"Cmtm6"	8.37646651186516	8.2390923706605	8.37963904181009	5.86093551124858	6.07385642107822	5.69484208140193
"Cmtm7"	1137	-0.267264949880526	7.88032277065066	3.71131075014393	0.094299072685713	0.125961960414153	"Cmtm7"	7.75763020365197	7.70579162744208	7.75846595548782	8.2480950227517	7.93103272864548	7.80679964117484
"Cmtr1"	6380	0.945740459703894	2.05964300743436	4.53496220690831	0.0696683421524452	0.0963558418870707	"Cmtr1"	2.3972967478542	2.38233409731243	2.52319702886604	1.83717693364259	0.445944289188006	1.8830536976643
"Cmtr2"	4438	1.02509280316119	3.70102060509031	16.0074746344284	0.00490264479592093	0.00953259375686635	"Cmtr2"	4.00234610332005	4.01278669516677	4.31237967835684	3.24785023796916	2.83900491811463	3.18494307316591
"Cnbd2"	6056	-0.172776921012048	4.70151686480916	0.103314922270474	0.757026354806019	0.793491860945547	"Cnbd2"	4.50573536520456	4.65616880091369	4.6721864472344	4.124303519005	3.5148913569015	5.76248755351171
"Cnbp"	2178	-0.0348119532428117	9.96664255189185	0.0504612816930397	0.828510852990185	0.856786321061296	"Cnbp"	9.99371206300435	9.93770903686975	9.91501862401211	10.2070192292573	9.98678724877165	9.71618208637654
"Cndp2"	3505	0.0739289439545284	6.4516867534173	0.314435680812415	0.59200164786705	0.643182488999562	"Cndp2"	6.43020868303358	6.5228289989055	6.51047370226915	6.48065883941629	6.55431519341814	6.17887649596556
"Cnep1r1"	3096	0.948206569026301	4.75184010897278	28.2423349713112	0.0010129910197526	0.00261598576964784	"Cnep1r1"	5.07387728769197	5.05189515396816	5.29880723090887	4.23864521964119	4.31069054311021	4.03964990660862
"Cnih1"	1532	-0.212084654907674	6.1934159058481	2.19734767207137	0.180679831368693	0.225745350001982	"Cnih1"	6.15286865403796	5.9008887709501	6.18245093408366	6.4286079221926	6.34871948370047	6.08549690419715
"Cnih4"	4327	-0.182868674882022	5.54268295763762	1.121023652133	0.323952990183692	0.377852894117484	"Cnih4"	5.4467740055312	5.46272859794132	5.43741446811028	5.9128366074416	5.3163146012492	5.60155554740469
"Cnksr3"	3584	1.62539790922198	2.23857805778905	5.43496566251619	0.0515527940232642	0.0739752363009199	"Cnksr3"	2.89336679979115	2.87496660669138	2.63244794098455	-0.933462551921645	1.3417638121967	2.04299443996696
"Cnn2"	1782	-0.211592210937892	9.80587008888489	1.75178717409688	0.226167617807833	0.275027457604293	"Cnn2"	9.74166817486343	9.66500068631708	9.68108425243911	10.077954121988	10.0147549485862	9.58158911413982
"Cnn3"	2003	7.21043734725967	7.51235772042082	2506.22835885342	2.05001608970834e-10	2.43941340358007e-06	"Cnn3"	8.51668249688604	8.53054231667325	8.45552756675945	1.40735132954071	1.41821155083636	1.19098564206861
"Cnnm2"	10515	-0.252331932607949	2.07898905676604	0.334558741290911	0.580638022397093	0.632213459194686	"Cnnm2"	2.10103187858581	1.97839914936462	1.78121905734831	1.20618734617796	2.38522233924676	2.67612370635584
"Cnnm3"	5292	0.243871608175746	2.86258364273519	0.713293448065758	0.425548531316267	0.479991207396127	"Cnnm3"	3.13230137638548	2.86449538118502	2.91790000400265	2.72739838133745	2.56410838433108	2.90158882602487
"Cnnm4"	4582	-0.906794426723738	4.91107729582296	13.9081382745216	0.00701179399686007	0.0129519949217032	"Cnnm4"	4.45923002754182	4.23634522633297	4.46787948034931	5.69299089391575	4.85196045951411	5.21316550267975
"Cnot1"	9617	1.55280726286806	7.46177635375307	121.838565910436	9.09708198841788e-06	0.00010686599303242	"Cnot1"	8.10645905699272	8.10430378785569	7.89141525448365	6.36658296327872	6.36812139768733	6.70067538740988
"Cnot10"	4133	0.185606975827794	6.43288694731632	1.49291687972775	0.26029090457793	0.311844133161309	"Cnot10"	6.5467885523367	6.45639945521512	6.56048533993938	6.23831502427527	6.11606681267294	6.61256740021179
"Cnot11"	3271	-0.731253045093406	5.04220015591704	13.7844197827533	0.00716962276045287	0.0131965423758605	"Cnot11"	4.63089912323143	4.86230488489569	4.36609689586236	5.49738576085264	5.44064802368893	5.11756413668517
"Cnot2"	5881	0.189588863435157	7.32706604897223	3.57962342029268	0.0992561186190281	0.131742155600264	"Cnot2"	7.41968718489958	7.48604109396508	7.34670609464779	7.21944508486721	7.2239918191824	7.24399755390956
"Cnot3"	10402	1.00005554026321	5.6616030025345	12.7970692548383	0.00860816507517622	0.015473221463612	"Cnot3"	6.06464554083386	6.20677317822772	5.94305795245993	4.93891561626585	5.60093131007763	4.44965757775339
"Cnot4"	23137	0.290162258635505	6.46842396208055	0.752768548040597	0.413607439108801	0.468069361064751	"Cnot4"	6.53642573687966	6.58394243372559	6.68969781700708	5.29449262979397	6.54262264792157	6.7406041967241
"Cnot6"	6315	-1.19066000676237	6.03821904091906	79.2132869608869	3.89222162217884e-05	0.000260734618894821	"Cnot6"	5.17600528677351	5.3583846967693	5.43238709526105	6.66945291480489	6.42480905923931	6.43467422801554
"Cnot6l"	9684	0.755587969224364	6.41019385506244	17.3967173591258	0.00394086239108069	0.00791529260491334	"Cnot6l"	6.72302333145218	6.6758906454742	6.81280363570691	5.77258866767003	6.34382795985415	5.75094864758175
"Cnot7"	5087	0.867649442829704	5.62567346717187	29.8557648028073	0.000859515258267308	0.0023012083782966	"Cnot7"	6.0479067781166	5.93756586369254	5.99399258815015	5.14767392851737	5.34597265163836	4.84109492613168
"Cnot8"	4118	0.0325919855571393	6.72306056713678	0.0963259508601997	0.765084205809897	0.800579075774452	"Cnot8"	6.77276808492732	6.70625996373184	6.73803603251722	6.79586018174039	6.62557376775683	6.693158340118
"Cnot9"	3293	-1.37727568454464	7.31008953065091	75.3196049695306	4.60189470886699e-05	0.000289878979175272	"Cnot9"	6.41810218334626	6.46161943717888	6.51206309453401	8.11609882595201	7.55709038333436	7.79280037882089
"Cnp"	2678	-0.328360886706356	9.2283726104543	4.53322805328676	0.0697107161081294	0.0963836116424659	"Cnp"	9.10195940411017	9.09197528440284	8.96732654089781	9.60240368273312	9.4046534866555	9.0981247663268
"Cnppd1"	2787	0.736475302396777	6.82661977923048	18.7708240364532	0.00321504955644359	0.00668419007654969	"Cnppd1"	7.17957364996475	7.09908728862458	7.16467262085767	6.5460777887513	6.60630038238987	6.00763700521114
"Cnpy2"	1414	-1.13350223629266	5.7818097030444	67.2530607999235	6.68902427922658e-05	0.00036840122473576	"Cnpy2"	5.11302735964193	5.17987013077849	5.03260361991836	6.43629667495634	6.13742459730804	6.12402438124159
"Cnpy3"	2459	0.249232722438188	6.96387958502636	3.5725700309225	0.0995312667062581	0.13205329901928	"Cnpy3"	7.07605691525698	7.02227144692244	7.14841332254204	7.03679930492113	6.79283701847456	6.64253860243519
"Cnpy4"	1781	-0.768522238881284	5.33579701762519	21.7341203783597	0.00214867443879414	0.00477814794182463	"Cnpy4"	4.97345116577675	4.93666358414986	4.79477513172397	5.89062163849694	5.43605894579522	5.64584086487458
"Cnr2"	4337	3.78067846925481	7.79947017583382	386.989546600551	1.61443271181637e-07	1.08718192932971e-05	"Cnr2"	8.74672040304725	8.65916975531233	8.68508822046692	5.08057089599824	5.10129141860332	4.48491276185453
"Cnrip1"	1614	2.39184822073769	2.72350537725242	37.8768826232042	0.0004180619608379	0.00133938872779316	"Cnrip1"	3.50360103307709	3.46590647209275	3.36047842657772	0.410480961426677	1.49081140220947	1.25773434119455
"Cnst"	4711	-1.13001525185589	5.55178136702029	23.7839140913761	0.00166618495011458	0.00388576741917568	"Cnst"	4.87059359732658	4.91653067541217	4.86112879891722	6.26446533468584	6.20236879501734	5.40942328215884
"Cntln"	10767	-3.42827456843115	1.93164767176508	42.2825040846653	0.000297027527420796	0.0010408403142719	"Cntln"	-0.90881864548047	0.0324029834953011	-0.466327537633578	1.97023823148984	3.38758071592898	2.77057822159872
"Cntn1"	23848	-6.65239374040647	4.47014540895266	44.5358198533097	0.000252353291909004	0.000925033873026535	"Cntn1"	-0.90881864548047	-0.61848959620998	-1.08140709690567	2.76451947652229	5.32874630020854	6.42563042299769
"Cntn3"	8236	-9.72804369712726	1.67842831340452	148.644134982666	5.10149428636303e-05	0.000311054440055675	"Cntn3"	-3.0488798875306	-3.0488798875306	-3.0488798875306	2.11139611723212	3.02161711487274	2.83757014119796
"Cntn4"	7791	-5.6980464188772	2.97869789781502	37.4883634526764	0.000431555138716644	0.00136975981253454	"Cntn4"	-1.86115784214802	-0.875012456357528	-1.2435905624259	1.49830738675057	4.37443888987169	4.56616794556513
"Cntn5"	18104	-8.32110875327756	2.75398823486053	74.1600097234968	4.84474775915455e-05	0.000300419146056859	"Cntn5"	-2.53693024133048	-2.52377395829093	-3.0488798875306	2.51146773971202	4.67242239029066	3.23549954408678
"Cntnap5a"	11044	-8.72193697640243	2.38980213475604	66.228084961098	7.03504173866963e-05	0.000380678367209163	"Cntnap5a"	-2.53693024133048	-3.0488798875306	-3.0488798875306	2.03243289180502	4.30566813829014	2.96288701488753
"Cntnap5b"	10427	-9.74441940218622	4.16854108509249	68.3327701805395	6.3477080535509e-05	0.000356287429381989	"Cntnap5b"	-3.0488798875306	-2.13962254150972	-3.0488798875306	3.00063272268296	5.58857854977887	5.71576763518742
"Cntnap5c"	14262	-10.2558103972446	2.21519032609152	117.019629939332	9.3028857884156e-05	0.000456831222226285	"Cntnap5c"	-3.0488798875306	-3.0488798875306	-3.0488798875306	2.78874663977876	3.90855077160085	2.60098942644208
"Cntrl"	11257	0.805970053663358	6.84406561347614	32.4613220288564	0.0006691432113334	0.00191232223617957	"Cntrl"	7.13799975191394	7.1951845471591	7.23805654309061	6.33196721230204	6.62153755490991	6.16372694577446
"Cntrob"	6389	-0.375232701652891	5.23017973820404	3.10466621417359	0.120299162953793	0.156989318207661	"Cntrob"	5.01996767165964	5.05650236340654	5.01925357718757	5.46392400193241	5.71139274031345	4.93075912222618
"Coa3"	718	-1.71230099894019	6.97624979694585	84.5633693236987	3.12951332476689e-05	0.00022674110787096	"Coa3"	5.94076254427763	5.90472648442144	5.79685666940966	7.88981676639352	7.19236802790636	7.61087869009077
"Coa4"	1467	-1.26748003166233	4.44163182853489	44.2620726827308	0.000257299612433332	0.000937600076888981	"Coa4"	3.63493235875925	3.7424107762848	3.66478867505726	5.10248197002218	4.90605702612294	4.79689086071018
"Coa5"	3862	2.23011399332475	6.8071221138303	91.9657062065033	2.36174134422112e-05	0.00018860482446554	"Coa5"	7.53548639992279	7.53308129673985	7.51428339611291	5.61891431272449	5.42220347204871	4.68613678982842
"Coa6"	763	-0.922101855950624	4.07319673541074	17.301270606811	0.00399874687252642	0.00800799076432908	"Coa6"	3.58010460963614	3.51359697420239	3.5456892028916	4.68833021883961	4.41697813752546	4.24278680515588
"Coa7"	2876	-1.0024764988354	4.5174232545139	16.5572483770698	0.00448951223673579	0.00884467327939032	"Coa7"	3.94081410641046	3.85776582843301	4.00894506909951	5.11929678471025	4.42162821446587	5.15306556660477
"Coa8"	2258	-0.374339892891221	5.22824045972141	4.90756350427579	0.0612942324418534	0.0859443735866474	"Coa8"	5.21651331746668	4.99782693089096	4.8536265303472	5.57257109324082	5.37742877145681	5.23817545561761
"Coasy"	2207	-0.254732848984189	5.58126172465325	3.33512063706957	0.109416118827801	0.143872822171526	"Coasy"	5.58003840057094	5.34338144848489	5.41380204386056	5.7861905428077	5.7745524838333	5.53246944761885
"Cobl"	8331	-10.0581269337596	3.71851959584614	159.59556725572	3.59552472149713e-06	6.12108942448317e-05	"Cobl"	-3.0488798875306	-2.52377395829093	-3.0488798875306	3.88121701880423	4.75580505026154	5.24641667863335
"Cobll1"	6378	4.42462656640183	5.0674234074034	89.5537812205238	2.5823908914552e-05	0.000200886836019132	"Cobll1"	5.81053633986871	6.41304751569195	5.63706756313482	0.471620962583225	1.96861044431771	2.04299443996696
"Cog1"	6594	0.566954139640751	5.79189230257626	8.4734351162595	0.0219593064895762	0.034960747098369	"Cog1"	6.14239416357361	6.15615738215284	5.81885522078928	5.65560486575832	5.63936488163049	5.06727781607232
"Cog2"	2872	0.478490366574117	5.74630521463693	9.59777854793277	0.0167848672944963	0.027666871370402	"Cog2"	5.9859862926817	6.0869093769427	5.8085447332191	5.37670799644639	5.71518555484274	5.33795418064553
"Cog3"	4418	0.871540373185297	5.63300525827889	7.34339821685322	0.0294338627604569	0.0451802303397284	"Cog3"	6.00229669414845	6.13016759236964	5.85562492270114	4.5284715012522	4.77773358762015	5.78529213230912
"Cog4"	2983	-0.198815911623937	6.26818359814031	1.71040798268276	0.231177804775651	0.280410115051947	"Cog4"	6.0888496775287	6.19637366494293	6.21013119104305	6.46382985665919	6.53191019658019	6.04827106481706
"Cog5"	9558	0.28166760992603	5.42808272042185	0.676222086643595	0.43729784357382	0.4914059209175	"Cog5"	5.46873975085752	5.51889302525705	5.68294386525295	4.56750398783868	4.94856422528228	5.96332755566081
"Cog6"	2920	0.714951979624975	5.51032991436815	30.2778815470234	0.000824354312703604	0.00223241826716497	"Cog6"	5.91514859963418	5.75828806205039	5.78901168682307	5.09278477494318	5.21548559634629	5.01034397740301
"Cog7"	2947	0.393975789674293	4.91869347465875	6.19532542311511	0.040772221211991	0.0600334851156121	"Cog7"	4.99223812670262	5.1304710098771	5.1738462553109	4.76665463391979	4.76315165916238	4.58578628127186
"Cog8"	2104	-0.532956074156584	6.26769176141345	20.3457903847038	0.00258054808704999	0.00556394482808834	"Cog8"	5.95280165106659	6.04810889192381	5.93003827041858	6.5689907793603	6.5909005615451	6.35688383409988
"Coil"	2607	-0.323347243061068	4.10763549886441	1.60349028763524	0.244874535011929	0.295459227830407	"Coil"	3.92623382115967	3.85776582843301	4.02684447346896	4.42793353040531	4.46732277975279	3.78062677535392
"Col11a1"	8130	-12.0744648276754	4.01674227411082	53.1282471416509	0.0006464816833678	0.001863160211466	"Col11a1"	-3.0488798875306	-3.0488798875306	-3.0488798875306	2.60993532460231	4.8893687206514	5.9683185687917
"Col11a2"	7743	-0.774590330405373	2.07760915493782	3.9513263781302	0.0860747470000256	0.116148516683314	"Col11a2"	1.72777730837602	1.85688446817413	1.34068274824452	2.94781958386655	2.01857705760619	2.04299443996696
"Col12a1"	14138	-9.7264209815961	3.37997019981792	77.8176214497848	4.12935695513392e-05	0.000270589096577085	"Col12a1"	-2.53693024133048	-3.0488798875306	-3.0488798875306	2.55449359493107	4.57560207207402	5.07192242053084
"Col19a1"	13281	-9.29444027731473	2.94005587178918	84.9951596517449	3.07664247945169e-05	0.000224162788292185	"Col19a1"	-3.0488798875306	-3.0488798875306	-2.54722972878535	2.78874663977876	3.58289460954121	4.81362650525325
"Col1a2"	5222	-6.54887719733461	2.14724942034987	43.1181298783729	0.000279363152338882	0.000996958150942063	"Col1a2"	-3.0488798875306	-3.0488798875306	-1.42634289004382	3.21246663634854	3.55776752140528	2.40877649863001
"Col20a1"	6342	-0.186958081383168	1.77209119924343	0.184740033628354	0.679914185395479	0.724136246234209	"Col20a1"	1.68222495828183	1.4438015658702	1.90251716067075	1.16975382129805	1.6258922752124	2.52172620372889
"Col23a1"	6873	0.141811320110764	2.42882289197574	0.0480979957437073	0.83250046929101	0.860089109076325	"Col23a1"	2.67819826203848	2.05407137203056	2.68974855606176	1.13237632122504	1.45496810302972	3.42167641780082
"Col25a1"	8152	-7.56082188842444	3.12949771232436	30.3244788472663	0.000820586533323315	0.00222564109020862	"Col25a1"	-1.4027726663368	-3.0488798875306	-3.0488798875306	1.86022362868408	3.79127923731182	5.17049396320533
"Col27a1"	8595	-2.58756307592777	1.38250494143484	22.5880121375967	0.00192842047631488	0.00437921294997858	"Col27a1"	-0.340099513178093	-0.741057040966213	0.23392661741025	1.58386754299189	1.71950100559456	2.92231229359209
"Col28a1"	5676	-9.75118628718775	1.68542704489369	77.0041872250323	0.000262589114968252	0.00095179380436648	"Col28a1"	-3.0488798875306	-3.0488798875306	-3.0488798875306	1.46862132542796	2.83900491811463	3.33158911791908
"Col4a3"	8971	-7.29563724258729	3.81059606148002	29.9946398945285	0.000847739294211455	0.00227814564994371	"Col4a3"	-1.21868311727353	-2.13962254150972	-2.17572489817447	1.92723377762159	3.54076965865677	6.12625897822016
"Col4a4"	10618	-4.44846279380083	3.2342739306228	25.2721373383543	0.00140019995941006	0.00338160023716743	"Col4a4"	0.0667472012905492	0.105364068958266	-0.466327537633578	2.52595273488128	2.92011289983701	5.3909561876919
"Col5a2"	6615	-10.7944602204065	2.71758110788383	42.6112102358959	0.0010917724182028	0.00277522471416545	"Col5a2"	-3.0488798875306	-3.0488798875306	-3.0488798875306	1.97023823148984	2.67731628628621	4.93075912222618
"Col6a5"	9493	-10.2352584764799	2.15024785493618	37.6053677744137	0.00146239139772636	0.00349723768885866	"Col6a5"	-3.0488798875306	-3.0488798875306	-3.0488798875306	1.46862132542796	2.09042479785236	4.38394230397457
"Col7a1"	9250	-2.25871231748686	1.34218271268827	20.8783184340211	0.00240279813072946	0.00524081549906329	"Col7a1"	-0.775727024939057	0.304418555164635	0.170930075182953	1.78994874373954	1.65777483314739	2.65151116801467
"Colca2"	1624	1.79160263939117	1.13660154378876	21.019778251453	0.00235823514654698	0.00516446329205805	"Colca2"	1.8357370021752	1.8778610411242	1.36902469162201	-0.0234130818980461	0.370990540943238	-0.377985989302681
"Colec12"	3575	-7.46382012665485	3.02982351866147	41.3269504757313	0.00031901713890437	0.00109424312997905	"Colec12"	-3.0488798875306	-2.13962254150972	-1.8805612058467	2.07245467522882	3.4435234333346	5.12652173038832
"Colgalt1"	4272	0.99931041923716	5.98225122975558	10.169925875878	0.0147511281330257	0.0246911952448645	"Colgalt1"	6.11050652122469	6.9553893187802	5.89392099932301	5.31340384322863	5.74702812987641	5.03909172979452
"Colq"	3952	0.447391603613131	3.4075911685914	2.27421750994055	0.174141890588131	0.218397270963879	"Colq"	3.61082133497039	3.45896300404739	3.74266940023713	3.53957925815139	2.88012881792607	2.9827543217326
"Commd1"	3995	-1.37939930521733	6.32815237291024	71.2835623398319	5.52196229410318e-05	0.000327920173452533	"Commd1"	5.59854764662557	5.33202572480536	5.5044218380848	7.09138522242609	6.8646036504042	6.5737967372334
"Commd10"	4844	-0.524599546595481	5.59789308295716	13.0666450668135	0.00818119317610699	0.0147980326779542	"Commd10"	5.29616023722339	5.27386636779551	5.36714263955594	5.65725065062125	5.77636890354604	6.05062603333231
"Commd2"	2961	-1.26632328402753	5.92122268013543	76.0905927681632	4.44899517592727e-05	0.000283254876959258	"Commd2"	5.26559949230898	5.16074097320186	5.034816665882	6.63311731113009	6.3166240401607	6.28269471205985
"Commd3"	923	-0.0251956870318594	6.2777663602586	0.0264739085057389	0.875225335207918	0.895597078452855	"Commd3"	6.30994047401099	6.22325803104796	6.26205980538839	6.57944450501297	6.11463165515142	6.12402438124159
"Commd4"	962	-1.80430942069303	8.00459191696873	117.20138145586	1.03858001959907e-05	0.000115418545622797	"Commd4"	6.83913049395902	6.77286506309258	6.9003649084866	8.95079067665147	8.50525332502289	8.40812732478694
"Commd5"	1851	-0.920722253720142	4.3112321643166	19.2254026682835	0.00301315033657042	0.00632937264576964	"Commd5"	3.80396205955412	3.75380303492574	3.7958319897871	4.75440497685065	4.88263896914465	4.42081968522086
"Commd6"	875	-1.35447693879624	6.59989926166554	52.4777114889476	0.000149758429254103	0.000634089803785981	"Commd6"	5.66152158184821	5.67684677223423	5.95596118774988	7.3303691138277	6.72767650250318	7.24399755390956
"Commd7"	4574	-0.591366115373462	6.69355945600785	24.7698319432402	0.0014834584567511	0.00353592588230197	"Commd7"	6.39269653036856	6.24158108784292	6.46278109805413	7.07731660235616	6.87056784172078	6.92132783623101
"Commd8"	4230	0.246346095253767	6.64231989295189	1.4927227847763	0.260319177281429	0.311849197317832	"Commd8"	6.72442854427616	6.76373750730655	6.78874629308507	6.32783962226399	6.17095271914782	6.93158597109292
"Commd9"	1175	-1.30568193071434	4.86937078876653	43.8446687901698	0.000265082865290687	0.000957354408230277	"Commd9"	3.98837755998679	4.04095810257116	4.20248770178227	5.6523076529094	5.29619834083836	5.13985469442824
"Comt"	4090	-0.632339985247118	5.64641875896724	12.4458684153329	0.00920833423055284	0.0163713937081311	"Comt"	5.35902888265734	5.26791937155368	5.26527221224019	6.10356869996877	6.08122274751472	5.52571394333532
"Cop1"	12606	-1.49407718874558	5.02719134422875	15.2930632927988	0.00551532515497231	0.0105545598251197	"Cop1"	4.10084730033327	3.73668073373888	4.39394869273667	4.60209434411747	6.07385642107822	5.72759021943199
"Copa"	5008	1.44174713632753	8.22358776391167	133.463473547754	6.65800560241614e-06	8.64341087665014e-05	"Copa"	8.850590457713	8.79097757633049	8.66540489854941	7.35085428257932	7.45418285018119	7.16902823521322
"Copb1"	3315	1.43876197633788	7.11729999803916	148.221393497206	4.64132711185149e-06	7.0267348897367e-05	"Copb1"	7.68479128341874	7.716384209432	7.58583528562572	6.15456519862313	6.37652837036622	6.13294207684337
"Copb2"	3043	0.752972815302642	7.09730512187885	33.567115568788	0.000604747321480161	0.00177282278758504	"Copb2"	7.48165962537731	7.42677873911745	7.36397133596853	6.84072737450469	6.69347773343496	6.45437326429181
"Cope"	1063	-1.34022916021873	8.36167518208823	79.722690646181	3.81001896511575e-05	0.000257378409678136	"Cope"	7.62020723234733	7.43741526263509	7.56224890991935	9.13761346509781	8.75941828854195	8.70802179689686
"Copg1"	4656	0.213074257538543	7.5755253447353	2.83807818054846	0.134773401065444	0.173676096822113	"Copg1"	7.67319558893115	7.68176326800905	7.67968961582766	7.64598052767501	7.46097533982587	7.2613843432523
"Copg2"	4472	1.91760275387407	5.16405096541159	54.447189950559	0.000133028141783168	0.0005832461023617	"Copg2"	5.89157559075465	5.70939200202149	5.85186432711614	3.28238675404296	4.08306785910325	4.21785735857591
"Coprs"	1897	-4.52710782843018	3.99538951510674	152.466222558543	4.210520374691e-06	6.68375015169737e-05	"Coprs"	0.43956091656779	0.304418555164635	0.789731704039585	5.05333074180614	4.3206832021641	5.28693109031228
"Cops2"	3364	-0.520422577279489	5.76570877204786	6.4289814316291	0.0380572104334121	0.0566273476492568	"Cops2"	5.40707289029528	5.47998019069107	5.55925965076792	5.63403703872559	6.39556231378383	5.8704044073576
"Cops3"	5025	-0.994103028540841	6.85949649119172	57.3258357618058	0.000112634869863566	0.00052339293206928	"Cops3"	6.24973374778854	6.27161167386786	6.3176474151801	7.47688934461075	7.22731561658136	7.08536174462391
"Cops4"	4408	-0.489948938421853	7.06712369666205	21.1680913389786	0.0023126430920725	0.00508530254461941	"Cops4"	6.83002150350449	6.76795740225972	6.80698866641308	7.34779998910615	7.17043331649845	7.34913912141831
"Cops5"	1739	-1.12335098801169	6.54796000887601	85.9896716589119	2.95914278155196e-05	0.000218517119371168	"Cops5"	5.86761100207258	5.88802215813478	5.88903631831129	7.06062428200856	7.11480959668874	6.81590831734411
