"gene"	"length"	"logfc"	"logcpm"	"F"	"p"	"fdr"	"gene2"	"IFNg_A"	"IFNg_B"	"IFNg_C"	"WT_A"	"WT_B"	"WT_C"
"Atm"	12263	0.467266450213023	6.06457922988135	34.7923179774393	0.000233592213056544	0.0197581501087535	"Atm"	5.86264496578479	5.70992760103683	5.86076879774864	6.14791916547254	6.37821797383145	6.30578493230495
"Atmin"	4877	-0.0998679349686979	4.26182064134957	0.574595086654633	0.467907614321263	0.753791426442556	"Atmin"	4.35364083529027	4.50336849139496	4.01275209144074	3.8804462514953	4.60709907219482	4.06889228595271
"Atn1"	4396	-0.275050973516849	3.15339019935531	3.87844683913155	0.0805674678341017	0.390144512019043	"Atn1"	3.18771273636986	3.29816361301703	3.34913949753056	3.04745880310417	3.07447207359502	2.8977682227113
"Atox1"	514	-0.158598135573913	5.32698818148574	4.62223379017004	0.0601776213514311	0.357140567109931	"Atox1"	5.37448922610263	5.42607352881847	5.40808539461714	5.27819996660212	5.28907753613289	5.16684382862319
"Atp10a"	6578	0.292345196651219	0.965512531991165	1.16061466114579	0.309488792954976	0.653967201451908	"Atp10a"	1.11378362777722	0.73755206929876	0.547274905185912	1.37326540963645	1.36918049351907	0.427649719031931
"Atp10d"	6048	0.080808333083037	6.56471045296424	2.01989476707473	0.18910774932986	0.54416558774865	"Atp10d"	6.49372531830946	6.57155090928998	6.50500485615879	6.64498157000095	6.58086288213167	6.58698077999991
"Atp11b"	5599	0.245388238509899	7.33830246528923	16.9081239327248	0.00265472502670448	0.0977790793370301	"Atp11b"	7.19558395112432	7.17905058093292	7.25225680125438	7.33317685984041	7.56784453390051	7.4607384783448
"Atp11c"	7397	0.209284145842081	4.87004422858468	3.73963415580993	0.0852966247196229	0.397273829280945	"Atp11c"	4.83914625490649	4.4837840909964	4.93557053976865	4.78652549519438	4.95768475747303	5.14151455633813
"Atp13a1"	4072	0.149194530969863	7.63979259446751	9.3998004092636	0.0135130730135535	0.202704124462817	"Atp13a1"	7.60747542363986	7.65829249103654	7.40829483598914	7.73226155655848	7.86768015990252	7.52090821101104
"Atp13a2"	6595	0.336320392412378	6.2718550195684	4.76746263899808	0.0569865822656373	0.349767222083795	"Atp13a2"	6.40591342431377	6.24500448685064	5.33275555736147	6.25070815085646	7.11046738836421	5.61199973352393
"Atp13a3"	7967	-0.0467635792950238	4.5602788166661	0.226095145918199	0.64581323662647	0.858614477515779	"Atp13a3"	4.41823658416914	4.58965939100704	4.72564520542954	4.54478879626936	4.42466707446582	4.62747598696954
"Atp1a1"	3702	0.047289145339891	6.47856176770838	0.637262222041274	0.445347186707256	0.738929438654594	"Atp1a1"	6.66881915704155	6.68676474804817	5.89216481698468	6.62580627815692	6.74696737429479	6.02065063572895
"Atp1b1"	2590	-0.24869393311853	2.88209866455581	2.4955904854606	0.148775266484606	0.496597882962837	"Atp1b1"	2.91359002099987	3.0992501569725	2.9652756802738	2.93193460514817	2.65322708275428	2.65501235391787
"Atp1b3"	2733	0.0403827120150066	7.02904770505461	0.521247729481465	0.488723381856213	0.766972717896776	"Atp1b3"	7.02595721830634	6.99564374757663	7.00086876119744	7.15688535750104	7.03983581886921	6.94666621925923
"Atp23"	5828	0.0401077311985521	3.84903809013531	0.103060461296544	0.755549381343727	0.908792425888635	"Atp23"	3.67887712213529	3.88916496420288	3.90648744754952	3.96425704585286	3.79793224520261	3.83610506645822
"Atp2a1"	3440	0.364617725181455	3.34718529476293	7.38194465531384	0.0238193621118984	0.252533182207391	"Atp2a1"	3.17202436854775	3.14983398977609	3.14138874263271	3.62976010569646	3.31432405265402	3.59903816669189
"Atp2a2"	5725	-0.110599611556647	4.95989819006089	1.39949268157625	0.267248451082483	0.616462158313032	"Atp2a2"	4.91650542163985	4.9894568872525	5.12245043142508	4.76071326044726	5.07970135596004	4.85548421721443
"Atp2a3"	4606	-0.104855382370317	9.91742805427573	5.40414954611546	0.0452616088905829	0.319592444166194	"Atp2a3"	10.0119498181346	10.009273982432	9.8832214699639	9.88576673745481	9.8745971914798	9.82956310290459
"Atp2b1"	8195	0.122277381064638	6.47388161746974	1.62976432813299	0.233830226055165	0.585895432646735	"Atp2b1"	6.53647103002334	6.2190117947706	6.46380547299891	6.51437076895251	6.67350035208714	6.39917013424907
"Atp2c1"	5407	0.0266227688736748	7.08097385439704	0.239097589095801	0.636605305489671	0.85432417626157	"Atp2c1"	7.15874619071026	7.06506459859222	6.97076078847558	7.14645774913041	7.18637916244736	6.9410306142924
"Atp5a1"	2432	-0.0189374769895007	9.24329986486	0.167386476674961	0.692052367418367	0.878759111570924	"Atp5a1"	9.21834621206077	9.30161406120365	9.23584756910627	9.2535405905072	9.29083866534407	9.15465836220234
"Atp5b"	1879	-0.0253020255005612	10.1332993077304	0.26451458793402	0.619480255518936	0.845969644180598	"Atp5b"	10.1082831870768	10.2552770805019	10.0694782795733	10.1627771944612	10.1424515014363	10.0519994442862
"Atp5c1"	1801	-0.0301340267294567	8.30582492707057	0.449138220382641	0.519642666128604	0.783781671701224	"Atp5c1"	8.27989721457709	8.32805327319823	8.35331648626115	8.25838318158029	8.27588909648525	8.33660904340892
"Atp5d"	2113	-0.219313121504176	7.74301683314432	14.9862187623988	0.00381426899076931	0.116289100955804	"Atp5d"	7.806987830127	7.89566412960563	7.839699865501	7.67502620436794	7.53937473025167	7.67007644557368
"Atp5e"	414	-0.215423286423284	6.68008035421048	9.3296892712058	0.013765101272131	0.203878859047776	"Atp5e"	6.64059819155739	6.86007327189733	6.83862966343393	6.54946836908793	6.44785782248456	6.69606116425842
"Atp5g1"	998	-0.165003108013617	6.82221776831104	7.58085402301733	0.0224461786233115	0.247815612502643	"Atp5g1"	6.85657218032524	6.92323222311149	6.92333923495467	6.78793060618438	6.63347070399801	6.78682793112534
"Atp5g2"	647	-0.179420519893852	6.10045704639912	4.84444758051913	0.0553811054375497	0.345400505150127	"Atp5g2"	6.02972734535814	6.31078978867249	6.20826669996969	6.01448566820005	5.89889603443322	6.09865494384739
"Atp5g3"	1396	-0.083339836239562	7.73589318918529	1.61254587512837	0.236122262762882	0.588909238857482	"Atp5g3"	7.69823820072653	7.86490282586137	7.761838435873	7.79464496680225	7.62166481087793	7.6591338496828
"Atp5h"	680	-0.161322542142692	7.29483135049164	8.35312205921018	0.0179611409601815	0.225208754285818	"Atp5h"	7.25914655299764	7.4480768175394	7.40679637829598	7.1823863020252	7.17273231788241	7.27566754990154
"Atp5j"	4137	-0.144395619011489	7.36188400158136	8.36237636317395	0.0179144818072144	0.22515511408026	"Atp5j"	7.34078554003411	7.45204158832477	7.50004288861909	7.25490514040923	7.26755897788593	7.33788936501375
"Atp5j2"	428	-0.151788607169769	6.55791491164721	4.98335408246932	0.0526251869182448	0.338384659312931	"Atp5j2"	6.57947396227341	6.63316772165028	6.67460715329872	6.55248036339524	6.30967122506756	6.56882400583522
"Atp5k"	320	-0.151198483385773	5.18328829250544	3.83560356429378	0.0819907802000466	0.393548345272876	"Atp5k"	5.25112530582595	5.30535431871373	5.21097114182699	5.11868408442087	5.06445450500534	5.13165287731765
"Atp5l"	792	-0.205863583255519	5.97289950970825	9.19627510665101	0.0142609057570788	0.206821172385486	"Atp5l"	5.98216485530348	6.12732120856053	6.10116269375711	5.87708414876374	5.7984710039369	5.91882065494867
"Atp5md"	363	-0.181316968017079	6.28341077901119	6.25283892743655	0.0339406156654158	0.28697908517003	"Atp5md"	6.28167153365935	6.48624695602062	6.33815319452357	6.19878782464038	6.11198497539241	6.2521791285362
"Atp5mpl"	729	-0.218508792696972	6.42949955909906	10.744932942629	0.00961866556418642	0.173076236890982	"Atp5mpl"	6.49530210252485	6.56224388143343	6.53960108014363	6.28098648640114	6.20231994084148	6.4571767721992
"Atp5o"	772	-0.078333632914144	6.93131750030883	2.0739866829398	0.18384243347493	0.53787757559279	"Atp5o"	6.94172671714479	7.00303293732664	6.96364425352433	6.91915102680819	6.84136108925852	6.91309338522232
"Atp5pb"	1302	-0.0852627742947188	7.9746822322049	3.09255446617627	0.112667915374774	0.446450420568932	"Atp5pb"	7.94406071328421	8.06149092147598	8.04243857231162	7.92731465892817	7.95855534794703	7.9067559374962
"Atp6ap1"	3785	-0.0864568023840513	8.76795935384368	3.29255376237186	0.103141731312602	0.431587089732839	"Atp6ap1"	8.74074692470036	8.85279857901858	8.83648294858303	8.73127605749057	8.71409182108	8.72555149205648
"Atp6ap2"	2368	0.0331080547773301	6.96935124081886	0.373822200126905	0.556121573764256	0.806583511817097	"Atp6ap2"	6.88210812382186	6.89755957142512	7.07349939603414	6.94802975661376	6.98246946510759	7.02280346833681
"Atp6v0a1"	5813	-0.0674044421653401	7.3557498319287	1.95761236982784	0.195423075396393	0.549251175768469	"Atp6v0a1"	7.36815109105492	7.38801213758277	7.41053960835969	7.31378155943591	7.32854607636932	7.3223669447573
"Atp6v0a2"	5345	0.0253397448826321	6.46696331859799	0.197550462769685	0.667247560463772	0.868569031705783	"Atp6v0a2"	6.43084654702544	6.49325998992063	6.43542577448696	6.43417543950349	6.58925792852543	6.41144868649204
"Atp6v0b"	1505	-0.0717492727837523	6.90120479484727	1.76845094814276	0.216433731386032	0.570218900715433	"Atp6v0b"	6.93535187255423	6.95609023058716	6.91703729016528	6.91447630869512	6.80840021895312	6.87044273924768
"Atp6v0c"	1523	-0.0600970154768366	6.31510470406936	0.731260361330538	0.41475664487492	0.719275666089581	"Atp6v0c"	6.35645218242486	6.356117874214	6.31197425731191	6.47602048344945	6.20231994084148	6.16494201198278
"Atp6v0c-ps2"	1133	0.0486089714194989	1.37307609239095	0.0402039259887624	0.845559984918623	0.946229742349936	"Atp6v0c-ps2"	0.863313646465647	1.44138166917177	1.60806579179077	1.07119123517598	1.12230000791978	1.85014537140126
"Atp6v0d1"	1650	-0.179511741662283	6.13312625092566	6.07955314116173	0.0359364729418789	0.293327699840418	"Atp6v0d1"	6.09149412032732	6.20370153275126	6.35534557867827	6.06492590891578	6.04031663234749	6.00992397446238
"Atp6v0e"	797	-0.109944605635334	7.59652022258216	4.03204378783709	0.0757150705430897	0.381140850327248	"Atp6v0e"	7.57018220207547	7.70977717951691	7.66707036950547	7.51091656399396	7.4794609427672	7.62685253907393
"Atp6v1a"	4393	-0.203334117381241	6.22469403533301	4.529573994007	0.0623314166225493	0.362234932709178	"Atp6v1a"	6.05239776273055	6.36225973412622	6.52378978847132	6.17553264273744	5.99393331774827	6.16590866254409
"Atp6v1b2"	2742	-0.0184125711595056	6.89156212418773	0.11463265779418	0.742729731327364	0.902553704553429	"Atp6v1b2"	6.87303994268684	6.89438435320151	6.93326135491072	6.93654753969722	6.83880296400527	6.87044273924768
"Atp6v1c1"	2150	0.13144598582868	5.96811035866827	3.45760146279438	0.0960446271503381	0.417901900405117	"Atp6v1c1"	5.834269334715	5.96830541335705	5.89537402389033	6.11671766618992	6.05581934861551	5.91996704487658
"Atp6v1d"	1572	0.0555192383969898	6.04887947063831	0.759341158271269	0.406278863453556	0.713976261707583	"Atp6v1d"	6.00115647153613	5.91080218189963	6.1449629766438	6.07018955771522	6.04476300458183	6.10974902138484
"Atp6v1e1"	1217	-0.0345300614478908	6.31310640625489	0.372119745663305	0.557004347040749	0.807325375047929	"Atp6v1e1"	6.2853218005968	6.3210740782306	6.38228174120566	6.28732827616156	6.25507648028152	6.34301296581805
"Atp6v1f"	635	-0.125310463640674	7.62775270339838	4.95643168692533	0.0531456612633217	0.33925023156523	"Atp6v1f"	7.64347338698421	7.72445385804646	7.6961907604646	7.62618729402175	7.47658407024147	7.58554815239447
"Atp6v1g1"	1093	0.0164364814258471	6.56485957438651	0.0620679274623241	0.808874243803421	0.932254652888123	"Atp6v1g1"	6.47626598963162	6.5775024483677	6.61161255667399	6.62294369332214	6.6149016401469	6.47756337341618
"Atp6v1g2"	1890	-0.0609533133775903	1.2699381187493	0.0565520359513827	0.817380175051779	0.934967557611814	"Atp6v1g2"	1.08055632786867	0.980497951907539	1.72811482796368	0.892562091089262	1.36918049351907	1.37597518344051
"Atp6v1h"	4357	-0.0288023775153261	6.48492368376064	0.282117335003955	0.608230423290684	0.839128037743104	"Atp6v1h"	6.48422825064283	6.46357337298897	6.54846183750046	6.46247345765758	6.43690505201343	6.51066002015087
"Atp7a"	8198	0.0660284933946521	4.81594733281391	0.543413891810943	0.479879805056026	0.760690318805002	"Atp7a"	4.74154653955571	4.83903275387705	4.75891330901914	4.66376743324588	5.01545909800095	4.85308559382613
"Atp8a1"	8494	0.569632783158563	7.29778673908007	39.7370788145991	0.000143120774704961	0.0140423841758756	"Atp8a1"	7.3160170341423	6.97424921052324	6.57938540246446	7.61758472223013	7.82824645899272	7.13170027506014
"Atp8b2"	5851	0.126303138948797	4.72250499789728	1.77074558274626	0.216160971383311	0.570140742130209	"Atp8b2"	4.78860185761021	4.6931740536166	4.47703251680405	4.75810645372895	4.97409615063794	4.60198941796485
"Atp8b4"	6512	0.899579206000957	1.46492411745517	10.7729448747065	0.00955346192395704	0.172707514469289	"Atp8b4"	0.939421023831587	1.34543290368086	0.547274905185912	2.08899140738353	1.57992264635674	1.81113440353455
"Atp9b"	5591	0.0844197072801695	6.79561917969431	2.10940345333323	0.180500417285657	0.533843561341389	"Atp9b"	6.77389065066148	6.72896651354872	6.75394777307072	6.79938601129652	6.92694853056444	6.78305283486106
"Atpaf1"	1925	0.250216612602596	4.5289316026245	5.77030076835289	0.0398754042394661	0.303997489688772	"Atpaf1"	4.24161360254201	4.5363353540058	4.40980229345403	4.69953169812948	4.61609040227818	4.62466627865631
"Atpaf2"	4396	-0.0295711211669518	5.64314959342821	0.124800793686099	0.732054400134356	0.897587543138665	"Atpaf2"	5.70123439503578	5.54423575143716	5.72185783093633	5.52509271403687	5.73109747437194	5.62189607933901
"Atpif1"	1550	-0.143651883190538	5.51355310613478	4.01591342278313	0.0762069521897979	0.381627554872678	"Atpif1"	5.4332512457932	5.62307920616938	5.68400717346356	5.39018327454591	5.45193423755333	5.47051404244771
"Atpsckmt"	9255	0.17001869116034	4.21612228423222	1.69016682752421	0.226026961764576	0.579009320310814	"Atpsckmt"	4.2073907521618	4.27827181072147	3.88512309539111	4.22432250693848	4.24698671605842	4.40973939597483
"Atr"	11775	0.272267521050835	5.73899797949545	13.4763240643884	0.00518644930247758	0.133854286229644	"Atr"	5.70123439503578	5.52930182224127	5.55871772720519	5.82073769096713	5.91841094077451	5.86507704159663
"Atraid"	971	-0.0488940573041481	5.81276765764055	0.363893983081536	0.561309798277159	0.810372033677855	"Atraid"	5.72158455432398	5.95718956571287	5.8219439835289	5.75688747764138	5.69336368930686	5.90383409262606
"Atrn"	22880	0.227087778546683	4.22844799168813	4.34143218962186	0.0670115343441232	0.369776028561762	"Atrn"	4.05749007758326	4.18086127494179	4.08573832574756	4.10219887609165	4.43824983989373	4.45473005099773
"Atrx"	10244	0.271601280485257	7.00806114297657	9.09302179271913	0.0146598186859794	0.208603650574784	"Atrx"	6.91664507834694	6.67509371915721	6.98940151522044	6.94745781099787	7.24455101520631	7.20312661579445
"Atxn1"	24454	-0.167798518534599	3.5011391487537	1.2875822063725	0.285939039586484	0.634651297189438	"Atxn1"	3.70091008180747	3.16396663307682	3.7963539742293	3.17800958389849	3.17524604680105	3.80169129109435
"Atxn10"	2552	-0.125515763055586	6.55467481706342	4.13331146479668	0.0727169871297507	0.376214656119366	"Atxn10"	6.52029905643216	6.66394917682091	6.65958642124258	6.52207364838549	6.45121124498663	6.4953606247212
"Atxn1l"	7617	-0.128248525366892	4.15477483535051	1.5432424221017	0.245667512735931	0.597187987745747	"Atxn1l"	4.30412213165163	4.26849447019748	4.06688653819992	4.22432250693848	4.06634429506651	3.96609521875716
"Atxn2"	11380	-0.0719399726638417	5.25815774353999	0.975501702278792	0.349232700524759	0.679159046139113	"Atxn2"	5.32391950937204	5.23010887387755	5.32484296161972	5.21497360596902	5.18818442394914	5.26031917902369
"Atxn2l"	9253	0.215470378346428	7.69017339585711	10.5684722108182	0.0100422613232477	0.17578508189395	"Atxn2l"	7.83900773177892	7.66451884160785	7.15920710593387	7.86326255389861	8.02419783956446	7.42201913814842
"Atxn3"	14275	0.0525390760366972	5.21585112982937	0.28841078395779	0.604319266255307	0.837270751887513	"Atxn3"	5.11416687696122	5.04396591229214	5.39454093847239	5.19583776359265	5.31875360553993	5.19930959622118
"Atxn7"	12110	0.179205846821618	4.60910234699856	3.91224689453444	0.0794666204593196	0.388548184760589	"Atxn7"	4.39814865069858	4.38769825928182	4.73999700230972	4.67209976664808	4.5267334809789	4.86503902908409
"Atxn7l1"	11390	0.100551543356148	5.32051022131017	1.51890661991453	0.24914594527653	0.600498690415904	"Atxn7l1"	5.22094707073062	5.37231154424947	5.21097114182699	5.41852351165165	5.30399187365377	5.38343922582125
"Atxn7l2"	2637	0.0669281782564479	3.69236722554042	0.303593803945106	0.595108905562484	0.831980111382367	"Atxn7l2"	3.56336331078489	3.73676790993399	3.66211848421914	3.57156353937737	3.95736313805018	3.62738634954154
"Atxn7l3"	5065	0.0414198300931915	3.99627643787418	0.0813030186107882	0.782020902461039	0.920099321526909	"Atxn7l3"	3.67331590134222	4.06514268824198	4.15163514295174	4.13069273942659	3.95736313805018	3.93920925816316
"Atxn7l3b"	3599	-0.0402760322618851	6.93616041782062	0.563332425497135	0.472171143974876	0.754942012054276	"Atxn7l3b"	6.92017112865774	6.99366688844599	6.95187605302143	6.82202750306513	6.93834445763304	6.98386733971341
"Auh"	7067	0.0331110186283788	4.70855064926448	0.0860461450454253	0.775946172928111	0.917329550284732	"Auh"	4.95138735471495	4.46393017199454	4.63895544585362	4.67486655117154	4.67750792586813	4.8042561276683
"Aup1"	1724	-0.00681954852334868	7.95981338888136	0.0199663765512386	0.890757134843836	0.963061548663031	"Aup1"	7.96070653734819	7.97696181629499	7.95106746415957	8.00220058189562	7.90484222165985	7.96122547952407
"Aurka"	2249	-0.229541867470681	3.15025792920665	2.84183624172	0.126271667450867	0.468834133128571	"Aurka"	3.17202436854775	3.32356756900511	3.26562945131576	2.816406490421	3.19137800400772	3.06461977483799
"Aurkaip1"	1347	0.0234689241984606	6.27910365127059	0.111271748811007	0.746375126439993	0.904855570408979	"Aurkaip1"	6.12141333568673	6.34608124618059	6.32710494155726	6.32215968377029	6.2569938570339	6.28813672179349
"Aurkb"	2177	0.103904903748888	3.70011855045901	0.657395406057369	0.438487252415245	0.734806982066212	"Aurkb"	3.31459470192997	3.9269486739288	3.64188023146642	3.44761577549317	3.81885157275769	3.93013476329157
"Aven"	2149	-0.214781174319122	1.15447403930217	0.4254446998531	0.530608867080596	0.791154844838094	"Aven"	1.46226368641608	0.774865331447292	1.43068054562968	0.892562091089262	1.47839618224385	0.664938472369702
"Avl9"	6987	0.127507093532041	6.05541089307458	3.6718651672395	0.0877334969921769	0.400790331852016	"Avl9"	6.02863886461652	5.90870549485963	6.03189153583108	6.04688447728773	6.14962635332715	6.15426588767092
"Avpr2"	1938	0.0473589679748186	2.53862964116035	0.0686145500292327	0.799287562932155	0.928390322626265	"Avpr2"	2.39734825598411	2.42778163780476	2.66786925024642	2.07229992759747	2.59378178774041	2.92543021021367
"Axin1"	4142	-0.233328648961537	4.75633005199301	5.54323940456153	0.0431145051013998	0.313825932861194	"Axin1"	4.83914625490649	4.84343010128072	4.9040531956431	4.59531744366954	4.42125130740762	4.86503902908409
"Axl"	5428	0.136717589308969	2.25413667070881	0.452303047913659	0.518210263029976	0.783025235101233	"Axl"	2.03061199637406	2.68462091652041	1.72811482796368	2.20071834204503	2.45368291250333	2.23618074179291
"Azi2"	7046	0.195347307245461	6.11109258305165	11.0401007036583	0.0089581530252881	0.166624522081924	"Azi2"	5.95377383907894	6.05427725615422	6.022137937001	6.17259920982601	6.22600577474162	6.21716877098034
"Azin1"	9176	0.0591811977771842	6.99811012022	1.2638738453103	0.290136169455734	0.637243732307249	"Azin1"	6.91487881619688	7.00842772413278	6.98036313441974	7.0415703300635	7.02303316664363	7.01692247696309
"B130006D01Rik"	3188	0.492104141483978	2.25640604960003	6.06618659544888	0.0360964187066307	0.293327699840418	"B130006D01Rik"	1.51296013852603	1.55298606303509	2.67784319993588	2.3327186062592	2.09059153766033	2.84080036672919
"B130034C11Rik"	1406	0.219797522008415	0.921261728600209	0.682987205769316	0.430018057934083	0.729582614251853	"B130034C11Rik"	0.60745813348413	1.1029203339729	0.672272921213237	1.13687816174967	1.25101473260914	0.620500683820859
"B230217O12Rik"	1954	0.487439379382311	1.61472695940099	3.61065437875315	0.0900110960710927	0.405576033336727	"B230217O12Rik"	0.976020211377398	1.29495436377308	1.72811482796368	2.02103454586004	1.71995593691893	1.72979770020953
"B230219D22Rik"	4652	0.0989538253035075	5.27160913934312	0.666674406853637	0.435384796222399	0.732578989617168	"B230219D22Rik"	5.43489549112574	5.25177470792562	4.93972130577296	5.1247677009193	5.59219502951327	5.20119678459251
"B230307C23Rik"	4703	0.045559726447339	4.50818298048517	0.192943989628242	0.670880666350296	0.870080040477586	"B230307C23Rik"	4.33966521554732	4.65115083098504	4.439418529123	4.25422910765045	4.61309951424345	4.6933177988982
"B230354K17Rik"	4918	0.0343644833839133	3.04161251037338	0.0624016610043872	0.808372791501111	0.932254652888123	"B230354K17Rik"	3.12390892871643	2.87706187949074	3.06744388631185	3.12234130208702	2.99398538463417	3.05630297590294
"B230398E01Rik"	10387	0.338541379584956	5.36821485983065	8.2117790416981	0.0186928011977778	0.228976934756711	"B230398E01Rik"	5.48337114429852	5.16660172549835	4.88265249617718	5.4234674473754	5.71862888412153	5.40652368142982
"B2m"	858	0.564135715349971	11.3456251394245	124.880474091203	1.46346793544412e-06	0.000385424237180146	"B2m"	10.9347414065042	11.009941429522	11.1555256615621	11.5896789154977	11.4942945044708	11.7086364476865
"B3galnt2"	3916	0.156797079572896	5.28660475795763	3.92300270987409	0.0791203114330327	0.387480260929321	"B3galnt2"	5.15464232653782	5.30375959281936	5.1567311819581	5.43330478053893	5.33699586931105	5.31537238675622
"B3galt4"	1577	-0.227298879472472	3.67554105061762	3.69562733950546	0.0868690938040114	0.40041982929593	"B3galt4"	3.74928736042736	3.85036503748235	3.74509780052782	3.52938245703542	3.53896275757596	3.59903816669189
"B3galt6"	3213	0.268014510331062	3.41906681669112	4.04036570702823	0.0754628708895024	0.381114776840481	"B3galt6"	3.23377949286982	3.67889158081996	2.84650102767318	3.46050086413264	3.79793224520261	3.31520545274646
"B3gat3"	1601	0.153573639332467	4.22172692995736	1.69203476773021	0.22579136805741	0.578865126780811	"B3gat3"	4.32909393149188	4.2219697424797	3.8280482157798	4.26528616059127	4.61309951424345	3.95271486815636
"B3glct"	7553	-0.186183900899005	2.9846783304093	1.65366469248442	0.230699095080984	0.582554176029297	"B3glct"	2.97816292688807	3.18490935908712	3.03677105622178	2.86567221318494	3.100333137094	2.67687707749794
"B3gnt2"	2818	0.3191355175971	7.3000554357884	19.9583885749915	0.00157789753909104	0.0719869160747518	"B3gnt2"	7.26655231406239	7.30953223453291	6.73735226407682	7.3894246512426	7.81496714023084	7.06331253313852
"B3gnt3"	2601	0.37969111000338	1.61497487651286	3.18253719619331	0.108248104055248	0.437218204877035	"B3gnt3"	1.26932700158444	1.53134519677588	1.4540836194292	1.77506484953576	1.74202820499297	1.85014537140126
"B3gnt4"	3360	0.152000169622474	0.939941595983918	0.307163023573418	0.592988162993053	0.830601878012741	"B3gnt4"	0.976020211377398	0.534972289561599	1.05556401851852	1.10440851270936	1.08824337430664	0.830148780238646
"B3gnt5"	5377	0.212883060150467	7.86060632475093	16.4466210834563	0.00288833946517575	0.102357903884817	"B3gnt5"	7.79583477429755	7.60425463471404	7.84358169762903	7.91683484826203	7.91276936591146	8.05264661101841
"B3gnt7"	2595	-0.277020539654114	3.90599443265821	5.97578656982254	0.0372017505802649	0.296488229521396	"B3gnt7"	4.05749007758326	3.90186980116439	4.14085924658523	3.77092293141572	3.74426706622548	3.76132904631365
"B3gnt8"	1893	-0.0828445135775956	5.65214512553176	1.49731501391608	0.252289649969002	0.60291837225461	"B3gnt8"	5.6341150519176	5.78271355819092	5.65779031614454	5.55543652855708	5.63115418221667	5.64009682216656
"B3gntl1"	6919	0.143565424321578	4.98722985054149	2.79565769268808	0.129004844613727	0.4717376715728	"B3gntl1"	4.84657746967493	4.89729506625911	4.99461827876822	5.04146418935129	5.13704604411868	4.99037783302246
"B430306N03Rik"	4390	-0.215684821286436	3.36875405663269	2.44460922087128	0.1525189560949	0.501956734799122	"B430306N03Rik"	3.5931203628632	3.19870416489257	3.59000654424187	3.13846691457247	3.13410886997782	3.46723080517554
"B4galnt1"	3807	0.0362189074209299	8.13735015383343	0.612487152714078	0.454040031841427	0.744188951764987	"B4galnt1"	8.20165225911099	8.12720857798878	8.02447488836548	8.1937804434613	8.19118448481567	8.07700317220751
"B4galt1"	6181	0.0631294012631816	6.93374470787221	1.4963972192608	0.252424498973567	0.603103682627135	"B4galt1"	6.88932185184892	6.92219325402378	6.89315674891434	6.93597102296669	7.02921688498633	6.92855424357188
"B4galt3"	1998	0.0660114597095866	6.10119452313895	1.20807284927552	0.300370003280343	0.648959167651999	"B4galt3"	6.12243404729146	5.96729841344478	6.11039806066346	6.19493789953279	6.07876547818416	6.12474112328697
"B4galt5"	4262	-0.0694533236744246	4.86067101528503	0.715877423895299	0.419522744611369	0.72284048488645	"B4galt5"	4.96054850443993	4.75749858712457	4.95825337110158	4.83927301965005	4.71983001718471	4.90957973634995
"B4galt7"	2302	-0.182543791984382	5.42321281291874	6.0897803019583	0.0358146888868099	0.293169025238543	"B4galt7"	5.47700106317332	5.48636404419458	5.56276022525157	5.29088015161797	5.20814279540819	5.47831690016104
"B4gat1"	2035	0.114253242884178	3.65179724179016	0.642876588111927	0.443416230952619	0.738262540844676	"B4gat1"	3.37065027022324	3.74619219307422	3.64188023146642	3.82672366051719	3.64818885348501	3.63298975065612
"B930059L03Rik"	1306	0.0538548028256122	1.51822318574709	0.0615324494528181	0.809681846918318	0.932254652888123	"B930059L03Rik"	1.48783458583224	1.80824349246787	1.11550153871667	1.50348104357317	1.78518479084968	1.29346280820952
"B9d2"	1224	-0.0859533217122875	5.33612297012271	1.19348858775502	0.303130391592302	0.650977571862787	"B9d2"	5.36933931873025	5.44210903965055	5.32007448930024	5.25988987424128	5.24338649822135	5.37008034922443
"BC002059"	2094	0.39537869007862	3.2086809001795	8.97741157417853	0.0151229492723101	0.21063069250905	"BC002059"	3.00497612190879	2.91097598066197	3.08253916947895	3.34016981227922	3.27701673781152	3.55248958605298
"BC003965"	3023	-0.0600692520206679	5.17577966110085	0.503012890031762	0.4962195204388	0.771009895795765	"BC003965"	5.11211298688962	5.14538956950025	5.35001200095793	5.14486311908322	5.16794606875715	5.11773228715449
"BC004004"	2972	-0.094545049251649	6.46958343924552	2.0069034062437	0.190402251990086	0.545283938111547	"BC004004"	6.45535607772961	6.48272761344801	6.60313241021369	6.52437651513867	6.31612268595071	6.41795476746437
"BC005537"	2551	-0.124694909393573	4.75492086216954	1.50920197981637	0.250552149305695	0.601356402663383	"BC005537"	4.67631915857581	4.73400777842925	5.0183620971134	4.72911632918306	4.66600916292295	4.66624793380831
"BC005624"	1600	0.0395683601424177	6.37139692438828	0.332239370766377	0.578534115090699	0.821444445650148	"BC005624"	6.31508921565657	6.38355264287457	6.34989746590597	6.52130520854389	6.37645521826748	6.26937077426727
"BC024063"	4676	-0.236292654111087	1.34207339805162	0.938253645383344	0.358146835661391	0.685975864438582	"BC024063"	1.11378362777722	1.44138166917177	1.68919795486543	0.501836204893101	1.45185755371944	1.52806363844088
"BC024978"	8117	0.200443887173066	2.79265654210463	1.778364191379	0.21525869980351	0.569631836794491	"BC024978"	2.55080667482896	2.66488018296137	2.84650102767318	2.83631511189414	2.91846580581234	2.90704794195717
